0.999826864,0.999821772,0.999704014,0.999574162,0.999378748,0.999232982,0.99910504,0.998866342,0.998477422,0.998078319,0.997680488,0.996945933,0.996175733,0.995491464,0.995054169,0.994560859,0.993946608,0.993380734,0.992896971,0.992395386,0.991942814,0.991587631,0.991241359,0.990875355,0.99052972,0.990270016,0.98995748,0.989549465,0.989232473,0.989005869,0.988776718,0.988499828,0.988258584,0.987987422,0.987717534,0.987576224,0.987341982,0.98714975,0.986970249,0.986862675,0.986692085,0.986564143,0.986402465,0.98626752,0.98605492,0.98585505,0.985675548,0.985526601,0.985367468,0.985173963,0.98494354,0.984754491,0.984562259,0.984408219,0.984274548,0.9840925,0.983888175,0.983760869,0.983627198,0.983475704,0.983344579,0.983238915,0.983128159,0.982984303,0.982863363,0.982710596,0.982571832,0.982435615,0.982346501,0.982223014,0.982138993,0.982007868,0.981769806,0.9816425,0.981527925,0.981423534,0.981310232,0.981218571,0.981102723,0.980983056,0.980850658,0.980744994,0.980631055,0.980498657,0.980423546,0.980353528,0.980263141,0.980156204,0.980061361,0.979958244,0.979851307,0.97974437
0.999977897,0.999976423,0.999946952,0.999890956,0.999787807,0.99972739,0.999694972,0.999638976,0.999544668,0.999451834,0.999319213,0.999275006,0.999011237,0.998632531,0.998345186,0.998275928,0.997636401,0.997505253,0.99723117,0.997088234,0.996936457,0.99672279,0.9965327,0.996329348,0.996016952,0.995823915,0.99570603,0.995651508,0.995395107,0.995244803,0.9950945,0.994771789,0.994543386,0.994419607,0.994177942,0.99393333,0.993785973,0.993712295,0.9936563,0.993591463,0.993508943,0.993292329,0.992987301,0.992739742,0.992309461,0.992067796,0.991765715,0.991466581,0.991118819,0.990659067,0.990289202,0.989881024,0.989539157,0.989245917,0.988948257,0.988731643,0.988501767,0.988285153,0.988028752,0.987828347,0.987632363,0.987477639,0.98731702,0.987178505,0.986930946,0.986733488,0.986465299,0.986244264,0.986085119,0.985925974,0.98577125,0.985650417,0.985523691,0.985305603,0.985137616,0.98492837,0.984763331,0.984648392,0.984495142,0.984303578,0.984067808,0.983855614,0.983658156,0.983451857,0.983241137,0.983093781,0.982893376,0.982692971,0.982433623,0.982274478,0.982191958,0.98213891
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999976519,0.999971823,0.999971823,0.999943646,0.999920165,0.999917817,0.999917817,0.999917817,0.999795716,0.999636046,0.999469332,0.99927444,0.999187561,0.999034935,0.998908138,0.998816562,0.998579405,0.998295286,0.998135616,0.997945421,0.997750529,0.997398316,0.996484909,0.995402439,0.993796345,0.992209036,0.990570069,0.989264531,0.988198498,0.987214648,0.986089913,0.985352613,0.984422769,0.983777044,0.983182977,0.982525512,0.980405186,0.978869535,0.978348259,0.977822287,0.977333884,0.976838437,0.976413433,0.976070612,0.975709006,0.975464804,0.975143116,0.974854301,0.974563138,0.974250842,0.973908021,0.973560503,0.973238815,0.973032183,0.972895994,0.972712843,0.972550824,0.972438116,0.972240876,0.972034245,0.971862834,0.971660898,0.971482443,0.971336862,0.971174843,0.970949427,0.970658264,0.970451632,0.970186297,0.969991406,0.969803559
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999993579,0.999987159,0.999961476,0.999961476,0.999935794,0.999929373,0.999929373,0.999929373,0.999922953,0.999910111,0.99989085,0.999861957,0.999817013,0.99978812,0.999752807,0.999659708,0.999553768,0.999438197,0.99936436,0.999306574,0.999210265,0.998956651,0.998760823,0.998581046,0.998426951,0.998221492,0.998083449,0.99798714,0.997839466,0.997614744,0.997470281,0.997300135,0.997187774,0.99704331,0.996979104,0.99672549,0.996497559,0.996375567,0.996279258,0.996105902,0.995300115,0.994946982,0.994683737,0.994365917,0.994154037,0.99408341,0.993996732,0.993845848,0.993672491,0.993505555,0.993377143,0.993274414,0.993210207,0.993123529,0.993078585,0.99302722,0.992988697,0.992378739,0.992205382,0.992121914,0.992057708,0.991961399,0.991884352,0.991832987,0.991775202,0.991659631,0.991614686,0.991572953,0.991499116,0.991415648
0.999956723,0.999952602,0.999928902,0.999920659,0.999894899,0.999874291,0.999831014,0.999729004,0.999681606,0.999583718,0.999505407,0.999437401,0.999138584,0.998730545,0.998596592,0.99830911,0.998160732,0.997690869,0.996390502,0.996330738,0.995926821,0.995454897,0.994826352,0.994030881,0.992988114,0.991965956,0.990888155,0.990368832,0.989846419,0.989327096,0.988640848,0.987657845,0.986804672,0.985914405,0.985309559,0.984491419,0.983586726,0.98272531,0.981973117,0.981476463,0.980738695,0.979891705,0.978978769,0.977962792,0.976866444,0.975681482,0.974370811,0.973173484,0.97211217,0.971205416,0.970442918,0.969513496,0.96865414,0.967885461,0.967213638,0.966727289,0.96629452,0.965633002,0.965150774,0.96465412,0.964120372,0.963716454,0.963436185,0.963024024,0.962599498,0.962183216,0.961756629,0.961379502,0.96111778,0.960794234,0.960511904,0.960204844,0.959906027,0.959615454,0.959353732,0.959088919,0.958882838,0.958600508,0.958382063,0.958245019,0.958115189,0.958003905,0.957915291,0.95781225,0.957727757,0.957641204,0.957538164,0.957437184,0.957313536,0.95722183,0.957104364,0.956974534
0.999933613,0.999932104,0.999882313,0.999876278,0.999824979,0.999702766,0.999654484,0.999576026,0.999447778,0.999334618,0.999195808,0.998553058,0.997928413,0.997279628,0.996736459,0.996075603,0.995995637,0.995618436,0.994965124,0.994684487,0.994280127,0.994177529,0.993614745,0.992937293,0.992366965,0.992149697,0.991872078,0.991618599,0.9910875,0.990761599,0.990124884,0.989910634,0.989480625,0.988954052,0.988658327,0.988323373,0.987943154,0.987573498,0.987181209,0.986837202,0.986577688,0.986217084,0.9858942,0.985598474,0.985203168,0.984804844,0.984453293,0.984136444,0.983943317,0.983846754,0.983529905,0.983285479,0.983062176,0.982911296,0.982694028,0.982543148,0.98232588,0.98216293,0.98182194,0.981637866,0.98149453,0.981388914,0.98135572,0.981256139,0.981126382,0.980969466,0.980854797,0.98072504,0.980673741,0.980601318,0.980486649,0.980405174,0.980290505,0.980224118,0.980193942,0.980124537,0.980030991,0.979973656,0.979874075,0.979798635,0.979699054,0.979611544,0.979521015,0.979486313,0.97941389,0.979341468,0.979284133,0.979216237,0.979173991,0.979119674,0.979092515,0.979017075
1,1,1,1,1,1,1,1,1,1,1,1,1,0.999994418,0.999988835,0.999952551,0.999896728,0.999771127,0.999718095,0.999670646,0.999592494,0.999531089,0.99941107,0.999355247,0.99923802,0.999126374,0.999020311,0.998855634,0.998704913,0.998582103,0.998361603,0.998051787,0.998051787,0.998051787,0.997934559,0.997736388,0.997524262,0.997261895,0.996915794,0.996622725,0.996304535,0.995754681,0.995243903,0.994512626,0.99344362,0.992503007,0.991001376,0.989644884,0.988441904,0.987149608,0.986289938,0.985419103,0.984615256,0.983733257,0.982834511,0.98202229,0.981274265,0.980565317,0.979928938,0.979150211,0.978502667,0.97784675,0.977305269,0.97671634,0.976266967,0.975876208,0.975468702,0.97514493,0.974821158,0.974477848,0.974081507,0.97367121,0.973333482,0.972870154,0.972390078,0.971910003,0.971580648,0.971231756,0.970919149,0.97040558,0.969984118,0.96944822,0.968945816,0.968610879,0.968181044,0.967893557,0.967547456,0.967179026,0.966855254,0.966631964,0.966274698,0.965925806
1,1,1,1,1,1,1,0.999981171,0.999970529,0.999936692,0.999918955,0.999886755,0.999881297,0.999851281,0.999708292,0.999606781,0.999594774,0.999592045,0.999591499,0.999471432,0.99939066,0.999333628,0.999294879,0.999254766,0.9992504,0.999245488,0.999233481,0.999229934,0.999179178,0.999179178,0.999113687,0.999034825,0.998980522,0.998949686,0.998920761,0.998884195,0.99884108,0.998835077,0.998831802,0.998827436,0.998798511,0.998764128,0.998737113,0.998705459,0.998656341,0.998528633,0.998431488,0.998346895,0.998277584,0.998261211,0.998183168,0.998112765,0.998059826,0.99801562,0.997975233,0.997913563,0.997858168,0.997825423,0.997806321,0.997788857,0.997782853,0.997765389,0.997747106,0.9977029,0.99766033,0.997633588,0.997607392,0.9975741,0.99755227,0.997509155,0.997476955,0.997445847,0.997436569,0.997409827,0.997374898,0.997341061,0.997323597,0.997298492,0.997274479,0.997223723,0.997191523,0.997160415,0.997144588,0.997134764,0.997116209,0.997104202,0.997087829,0.997079643,0.99707091,0.997066544,0.997058358,0.997053992
1,1,1,1,1,1,1,1,1,0.999997162,0.999997162,0.999990068,0.999990068,0.999978716,0.99997304,0.999964527,0.999956013,0.999927635,0.999904932,0.999876554,0.999856689,0.999825473,0.999782905,0.999737499,0.999714797,0.999680742,0.999679323,0.999608377,0.999554458,0.999506215,0.999388444,0.999287701,0.999142971,0.999032295,0.998931551,0.998809524,0.998636415,0.99843209,0.998283103,0.99807736,0.99787871,0.997583575,0.997356547,0.997116749,0.996770532,0.996378909,0.995984449,0.995609853,0.995343096,0.995077757,0.994793972,0.994464782,0.994107214,0.993891538,0.993620523,0.993373631,0.993033089,0.993033089,0.993033089,0.993033089,0.992942278,0.992859981,0.992797548,0.992529372,0.992295249,0.992034168,0.991821329,0.991597139,0.991486463,0.991294909,0.990988422,0.990778421,0.990557069,0.990409501,0.990261933,0.990066122,0.989861797,0.989735513,0.989570918,0.989420512,0.989309836,0.989201998,0.989043078,0.988889835,0.988759294,0.988563483,0.988458482,0.988327941,0.988174698,0.988004427,0.9878824,0.987780237
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999993047,0.999993047,0.999989571,0.999975665,0.999954806,0.999951329,0.99993047,0.999926994,0.999920041,0.999916564,0.999906135,0.999888752,0.999878323,0.999807055,0.999800102,0.999786196,0.999779243,0.999763599,0.999709713,0.999551533,0.999196931,0.998859711,0.998607666,0.998499895,0.998428627,0.998369526,0.998230467,0.998058381,0.997985374,0.997844577,0.997731591,0.997702041,0.997599484,0.997549075,0.997392633,0.997232714,0.99711799,0.997038031,0.996916354,0.996812059,0.996770341,0.996525249,0.996480055,0.996427907,0.996340995,0.996299277,0.99621758,0.996120238,0.996054185,0.995935984,0.99584038,0.995784757,0.995732609,0.99565265,0.995590073,0.995518805,0.995477087,0.995421463,0.99536584,0.995338028,0.995320645,0.99529631,0.99525633,0.995164203,0.995150297,0.995035573,0.995004285,0.99496952,0.994924326,0.994818293,0.994752239,0.994693139,0.994651421,0.994606227,0.99453322
